id,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,mileage,engine,power,new_price,Brand,Model
5264,Kochi,2014,55730,Diesel,Automatic,First,5,15.21,16.55,1968,147.51,,audi,a4
5265,Hyderabad,2015,62000,Diesel,Manual,First,5,6.3,28.4,1248,74,,maruti,swift
5266,Kochi,2017,14576,Petrol,Manual,First,5,6.69,17,1198,73.75,8.38,volkswagen,ameo
5267,Mumbai,2017,17000,Petrol,Automatic,First,7,9.5,16,1497,117.3,15.02,honda,brv
5268,Mumbai,2009,28000,Petrol,Manual,First,5,2.65,17,1197,80,,hyundai,i20
5269,Ahmedabad,2012,58200,Diesel,Manual,First,7,7.5,14.66,2199,194.3,,hyundai,santa
5270,Bangalore,2002,53000,Petrol,Manual,Second,,1.85,,,,,honda,city
5271,Kochi,2018,12278,Petrol,Automatic,First,5,5.63,23.1,998,67.04,5.95,maruti,celerio
5272,Coimbatore,2018,17665,Petrol,Manual,First,5,11.78,15.8,1591,121.3,15.36,hyundai,creta
5273,Hyderabad,2004,200000,Diesel,Manual,Second,5,0.85,17.88,1396,52.8,,tata,indica
5274,Mumbai,2011,55893,Petrol,Manual,First,5,3.35,15.04,1598,103.6,,volkswagen,vento
5275,Kochi,2015,60586,Petrol,Manual,First,5,4.11,23.1,998,67.04,,maruti,celerio
5276,Ahmedabad,2015,13500,Diesel,Automatic,First,5,25.51,17.9,2143,136,,mercedes-benz,cla
5277,Jaipur,2017,30000,Petrol,Manual,First,5,3.1,22.74,796,47.3,,maruti,alto
5278,Delhi,2018,12000,Diesel,Automatic,First,7,33.5,10.91,3198,197,,ford,endeavour
5279,Kolkata,2017,65000,Petrol,Manual,First,5,4.8,17.57,1193,88.7,6.59,tata,zest
5280,Kolkata,2014,38000,Petrol,Manual,First,5,3.49,16.09,1598,103.5,10.94,volkswagen,vento
5281,Mumbai,2012,25000,Petrol,Manual,Second,7,5.15,17.5,1373,91.1,,maruti,ertiga
5282,Mumbai,2011,100000,Diesel,Automatic,First,5,14.41,14,2987,224,,mercedes-benz,m-class
5283,Mumbai,2014,13710,Petrol,Manual,First,5,4.75,16.2,1199,74,,volkswagen,polo
5284,Jaipur,2015,100000,Diesel,Automatic,First,7,19,12.55,2982,168.5,,toyota,fortuner
5285,Hyderabad,2017,17000,Petrol,Manual,First,5,4.9,23.1,998,67.04,,maruti,celerio
5286,Chennai,2008,89000,Diesel,Automatic,Second,4,6.3,16.07,1995,181,,bmw,3
5287,Jaipur,2006,100173,Petrol,Manual,Second,5,2.4,16.9,1497,100,,honda,city
5288,Pune,2009,97000,Petrol,Manual,First,5,3,13.17,1999,114,,mitsubishi,cedia
5289,Delhi,2016,40190,Petrol,Manual,First,5,4.25,18.06,1198,74.93,,renault,pulse
5290,Hyderabad,2016,29647,Diesel,Manual,First,5,6.3,20.14,1498,88,10.15,volkswagen,polo
5291,Kochi,2018,43639,Petrol,Manual,First,5,8.15,21.1,998,100,9.83,maruti,baleno
5292,Kochi,2012,37333,Petrol,Manual,First,5,3.22,20.36,1197,78.9,,hyundai,i10
5293,Kochi,2018,48407,Petrol,Manual,First,5,7.65,18.6,1197,81.83,,hyundai,i20
5294,Delhi,2011,25000,Petrol,Automatic,First,2,30,10.37,2979,306,,bmw,z4
5295,Pune,2010,72400,Petrol,Manual,Second,5,2.3,20.36,1197,78.9,,hyundai,i10
5296,Delhi,2012,18000,Petrol,Automatic,First,4,22,13.6,1598,181,,mini,cooper
5297,Pune,2012,65167,Petrol,Manual,First,5,3.28,19.4,1198,86.8,,honda,brio
5298,Kochi,2016,25418,Petrol,Manual,First,5,7.09,20.73,1373,91.2,,maruti,ciaz
5299,Coimbatore,2013,38995,Diesel,Manual,First,5,6.46,19.3,1248,73.9,,maruti,swift
5300,Chennai,2012,60000,Diesel,Manual,First,5,4,22.07,1199,73.9,,volkswagen,polo
5301,Delhi,2011,72000,Diesel,Automatic,First,5,11,17.05,1995,184,,bmw,x1
5302,Coimbatore,2016,31075,Diesel,Automatic,Second,7,49.79,12.07,2967,241.4,,audi,q7
5303,Kolkata,2015,4311,Diesel,Manual,First,5,4.8,25.83,1498,99,,ford,figo
5304,Bangalore,2017,21000,Diesel,Automatic,First,5,35,21.76,1995,190,62.07,bmw,3
5305,Bangalore,2011,54000,Diesel,Automatic,First,5,21.99,14,2987,224,,mercedes-benz,m-class
5306,Mumbai,2007,50000,Petrol,Manual,Second,5,1.1,17.3,1061,64,,maruti,wagon
5307,Delhi,2018,13000,Petrol,Manual,First,5,6.6,21.4,1197,83.1,,maruti,baleno
5308,Pune,2013,74000,Petrol,Manual,First,5,4.5,22,1197,81.8,7.67,maruti,dzire
5309,Pune,2009,75000,Petrol,Manual,Second,5,1,14.7,1150,76,,chevrolet,aveo
5310,Chennai,2017,25000,Diesel,Manual,First,5,6.9,20.14,1498,88,9.97,volkswagen,polo
5311,Hyderabad,2012,139000,Diesel,Automatic,First,5,16.75,,2179,115,,land,rover
5312,Mumbai,2015,52000,Diesel,Automatic,First,5,25.49,14.16,1968,174.3,,audi,q5
5313,Chennai,2015,20000,Diesel,Automatic,First,5,35.5,18.53,1968,187.74,67.67,audi,a6
5314,Kochi,2018,32663,Diesel,Manual,First,5,6.28,24,1186,73.97,8.18,hyundai,grand
5315,Delhi,2012,76777,Diesel,Manual,Second,8,4.88,12.05,2179,120,,mahindra,scorpio
5316,Hyderabad,2016,100303,Diesel,Manual,First,5,3.7,22.95,1248,74,7.43,tata,bolt
5317,Kochi,2015,43993,Petrol,Manual,First,5,3.45,21.1,814,55.2,,hyundai,eon
5318,Kochi,2016,72118,Diesel,Manual,First,8,10.23,15.4,2179,120,,mahindra,scorpio
5319,Bangalore,2010,83000,Petrol,Automatic,Second,5,6.5,11.1,2354,142,,honda,accord
5320,Mumbai,2016,7523,Petrol,Manual,First,5,6.15,16.2,1199,74,,volkswagen,polo
5321,Mumbai,2014,34670,Petrol,Manual,First,7,2.9,15.1,1196,73,4.71,maruti,eeco
5322,Ahmedabad,2016,30000,Diesel,Manual,First,5,5.5,24,1120,70,,hyundai,grand
5323,Chennai,2017,17000,Diesel,Automatic,First,7,31,10.91,3198,197,,ford,endeavour
5324,Delhi,2015,59261,Diesel,Manual,First,5,4.25,24,1186,73.97,8.18,hyundai,grand
5325,Kochi,2016,65210,Diesel,Manual,First,5,5.48,22.9,1248,74,,maruti,swift
5326,Bangalore,2016,19000,Petrol,Manual,First,5,7.25,18.6,1197,81.83,,hyundai,i20
5327,Hyderabad,2012,50000,Petrol,Manual,First,5,3,17.5,1298,85.8,,maruti,swift
5328,Hyderabad,2015,47000,Diesel,Automatic,First,5,29.5,22.69,1995,190,53.68,bmw,3
5329,Mumbai,2007,75000,Petrol,Manual,Second,5,1.49,17.7,1497,78,,honda,city
5330,Pune,2013,54534,Petrol,Automatic,First,5,3.65,16.95,1197,78.9,,hyundai,i10
5331,Ahmedabad,2018,13000,Diesel,Manual,First,5,10.9,23,1498,98.96,12.12,ford,ecosport
5332,Bangalore,2015,48808,Petrol,Manual,First,5,4.3,23.1,998,67.04,6.05,maruti,celerio
5333,Pune,2012,63001,Diesel,Manual,Second,7,6.11,20.77,1248,88.76,,maruti,ertiga
5334,Hyderabad,2015,64771,Diesel,Manual,First,8,15.5,12.8,2494,102,,toyota,innova
5335,Mumbai,2016,34634,Petrol,Manual,First,5,6.9,17.8,1497,117.3,,honda,city
5336,Bangalore,2012,69242,Petrol,Manual,First,5,4.69,19.1,1197,85.8,,maruti,swift
5337,Kochi,2011,33292,Petrol,Manual,First,5,3.19,18.5,1197,85.8,,maruti,ritz
5338,Pune,2012,55000,Petrol,Automatic,Second,5,3.75,15,1396,98.6,,hyundai,i20
5339,Pune,2019,1000,Petrol,Manual,First,5,8.6,17.19,1197,81.86,10.25,hyundai,i20
5340,Chennai,2011,80000,Petrol,Manual,Second,5,3.85,17,1497,118,,honda,city
5341,Coimbatore,2016,65003,Diesel,Automatic,First,5,67.83,13.6,4134,382,,porsche,cayenne
5342,Coimbatore,2019,16573,Petrol,Manual,First,5,9.31,17.8,1198,86.7,,honda,amaze
5343,Pune,2008,152633,Petrol,Automatic,First,5,3,12.9,1799,130,,honda,civic
5344,Bangalore,2015,53000,Petrol,Manual,First,5,5.5,18.6,1197,81.83,,hyundai,i20
5345,Hyderabad,2017,50129,Diesel,Manual,First,5,13.3,19.67,1582,126.2,,hyundai,creta
5346,Hyderabad,2013,63716,Diesel,Automatic,First,5,23,15.73,1968,174.33,,audi,q3
5347,Mumbai,2018,11000,Petrol,Manual,First,5,3.35,24.7,796,47.3,,maruti,alto
5348,Chennai,2012,115000,Diesel,Automatic,Third,5,10,15.06,1995,177,,bmw,x1
5349,Delhi,2013,63265,Petrol,Manual,First,5,2.95,20.36,1197,78.9,,hyundai,i10
5350,Pune,2016,20000,Diesel,Manual,First,5,6.75,21.66,1498,108.62,10.04,volkswagen,ameo
5351,Pune,2010,79000,Petrol,Manual,Third,5,2.44,16.47,1198,73.9,,volkswagen,polo
5352,Mumbai,2015,41000,Petrol,Manual,First,5,5.85,20.73,1373,91.1,,maruti,ciaz
5353,Kochi,2015,26323,Petrol,Automatic,First,5,7.4,17.21,1197,103.5,10.83,volkswagen,polo
5354,Pune,2016,76000,Diesel,Manual,First,5,3.8,24.4,1120,71,,hyundai,xcent
5355,Hyderabad,2008,69972,Petrol,Manual,First,5,3.8,13.5,1799,130,,honda,civic
5356,Kolkata,2008,69000,Petrol,Manual,First,5,2.7,17.7,1497,78,,honda,city
5357,Jaipur,2016,65000,Diesel,Manual,First,7,7.21,15.96,2523,62.1,11.15,mahindra,bolero
5358,Hyderabad,2016,29512,Petrol,Manual,First,5,7.9,17.4,1497,117.3,,honda,city
5359,Kolkata,2017,51000,Diesel,Manual,First,5,4.2,25.4,1186,73.97,8.23,hyundai,xcent
5360,Mumbai,2014,58003,Diesel,Manual,First,5,5.75,19.01,1461,108.45,,renault,duster
5361,Hyderabad,2013,56500,Petrol,Automatic,First,5,3.45,16.98,998,66.1,,maruti,a-star
5362,Bangalore,2014,29063,Diesel,Automatic,First,5,25.75,17.11,1968,174.33,,audi,a4
5363,Coimbatore,2018,46811,Diesel,Manual,First,7,16.59,16,2179,140,,mahindra,xuv500
5364,Coimbatore,2014,31897,Petrol,Manual,First,5,4.69,18.06,1198,74.96,,renault,pulse
5365,Mumbai,2009,52100,Diesel,Automatic,Second,5,7.5,13.2,1995,170,,bmw,3
5366,Hyderabad,2016,73000,Diesel,Manual,First,7,16.5,13.68,2393,147.8,19.37,toyota,innova
5367,Kolkata,2009,31423,Petrol,Manual,First,5,1.99,17,1497,118,,honda,city
5368,Chennai,2014,75180,Diesel,Manual,First,5,5.25,22.9,1248,74,,maruti,swift
5369,Mumbai,2013,75000,Diesel,Manual,Second,5,5.4,19.64,1461,108.45,,renault,duster
5370,Mumbai,2014,15000,Petrol,Manual,First,5,3.9,16.47,1198,74,,volkswagen,polo
5371,Mumbai,2015,12000,Petrol,Manual,First,5,5.8,17.19,1197,81.86,,hyundai,i20
5372,Pune,2014,32000,Diesel,Automatic,First,5,30.5,18.12,1995,190,,bmw,5
5373,Hyderabad,2017,44504,Diesel,Manual,First,5,5.6,23.4,1248,74,,maruti,swift
5374,Ahmedabad,2012,66000,Diesel,Automatic,First,5,23,,2987,165,,mercedes-benz,m-class
5375,Jaipur,2015,39437,Diesel,Manual,First,5,5.15,28.4,1248,74,7.01,maruti,swift
5376,Coimbatore,2017,36931,Diesel,Automatic,First,5,9.48,19.08,1582,126.2,,hyundai,verna
5377,Bangalore,2016,17800,Petrol,Automatic,Second,4,2.38,21.9,624,37.48,,tata,nano
5378,Hyderabad,2009,71346,Petrol,Manual,First,5,3.8,17.5,1298,85.8,,maruti,swift
5379,Delhi,2015,45000,Petrol,Manual,Second,5,5.5,18.6,1197,81.83,,hyundai,i20
5380,Hyderabad,2010,85155,Petrol,Manual,First,5,3.55,17,1197,80,,hyundai,i20
5381,Mumbai,2015,48823,Petrol,Manual,First,5,6.35,20.73,1373,91.1,,maruti,ciaz
5382,Delhi,2015,37000,Diesel,Automatic,First,5,36,12.7,2179,187.7,,land,rover
5383,Hyderabad,2005,92000,Diesel,Manual,Second,5,1.1,16.1,1405,70,,tata,indigo
5384,Mumbai,2014,36000,Petrol,Manual,First,5,3.7,17.57,1193,88.7,7.63,tata,zest
5385,Delhi,2016,24569,Diesel,Manual,First,7,13.5,16,1997,140,,mahindra,xuv500
5386,Mumbai,2008,95000,Petrol,Automatic,Third,5,2.85,11.7,2354,177.6,,honda,accord
5387,Coimbatore,2015,25811,Petrol,Manual,Second,4,2.13,25.4,624,37.5,,tata,nano
5388,Ahmedabad,2015,65000,Diesel,Manual,First,5,7.75,22.7,1582,126.2,,hyundai,elantra
5389,Chennai,2017,100400,Diesel,Manual,First,5,2.85,25,1396,69,,tata,indica
5390,Jaipur,2014,76414,Diesel,Manual,First,5,4.95,25.8,1498,98.6,,honda,amaze
5391,Kochi,2012,82103,Diesel,Manual,First,7,6.2,15.1,2179,140,,mahindra,xuv500
5392,Pune,2013,98000,Diesel,Automatic,First,5,17.5,18.56,1995,190,,bmw,x3
5393,Pune,2010,45252,Petrol,Manual,First,5,2.25,18.9,1197,81.86,6.8,hyundai,grand
5394,Delhi,2017,10300,Petrol,Manual,First,5,6.75,21.4,1197,83.1,,maruti,baleno
5395,Kochi,2016,42024,Diesel,Automatic,First,5,9.73,19.08,1582,126.2,,hyundai,verna
5396,Kochi,2018,51236,Diesel,Manual,First,7,8.49,25.47,1248,88.5,10.83,maruti,ertiga
5397,Mumbai,2013,52000,Petrol,Automatic,First,4,25,13.6,1598,181,,mini,cooper
5398,Coimbatore,2015,42894,Diesel,Manual,First,5,5.59,23.2,1248,73.94,,maruti,ritz
5399,Mumbai,2011,68000,Diesel,Automatic,First,5,4.8,15.6,1896,106,,skoda,laura
5400,Delhi,2014,69000,Diesel,Manual,First,5,5.45,22.7,1498,89.84,,ford,ecosport
5401,Pune,2017,10000,Petrol,Manual,First,5,6.5,18.6,1197,81.83,,hyundai,i20
5402,Chennai,2015,16000,Petrol,Manual,First,5,4.35,19.4,1198,86.8,,honda,brio
5403,Kolkata,2013,46992,Diesel,Manual,First,5,3.75,25.8,1498,98.6,,honda,amaze
5404,Pune,2010,170000,Diesel,Automatic,Third,5,12,18.48,1995,177,,bmw,5
5405,Delhi,2014,58000,Diesel,Automatic,First,7,32,12.07,2967,241.4,,audi,q7
5406,Jaipur,2015,50000,Diesel,Manual,Second,5,4,24,1120,70,,hyundai,grand
5407,Kolkata,2011,39010,Diesel,Manual,First,5,2.6,23.08,1461,63.1,,nissan,micra
5408,Jaipur,2016,26946,Petrol,Manual,First,5,4.45,18.9,1197,82,,hyundai,grand
5409,Pune,2015,28700,Petrol,Manual,First,5,2.6,21.1,814,55.2,,hyundai,eon
5410,Chennai,2011,60000,Petrol,Automatic,First,5,16,11.74,1796,186,,mercedes-benz,new
5411,Delhi,2014,38999,Diesel,Automatic,First,5,32.5,12.7,2179,187.7,,land,rover
5412,Mumbai,2016,39000,Diesel,Automatic,First,7,13.85,11.18,2696,184,,mahindra,ssangyong
5413,Coimbatore,2018,7784,Petrol,Manual,First,5,8.76,20.73,1373,91.1,,maruti,ciaz
5414,Kochi,2014,45710,Petrol,Automatic,First,7,23.68,11.8,3498,272,,mercedes-benz,r-class
5415,Chennai,2017,42000,Petrol,Automatic,First,5,5.5,22,1197,81.8,8.13,maruti,dzire
5416,Coimbatore,2013,75995,Diesel,Automatic,Second,5,65.81,11.49,4367,335.3,,land,rover
5417,Kolkata,2013,57000,Diesel,Manual,First,5,4.99,19.01,1461,108.45,,renault,duster
5418,Chennai,2013,85350,Diesel,Manual,Second,5,5.7,22.32,1582,126.32,,hyundai,verna
5419,Coimbatore,2016,82725,Petrol,Automatic,First,5,11.99,14.28,1798,138.03,25.27,toyota,corolla
5420,Mumbai,2016,19000,Diesel,Automatic,Second,5,29.99,21.76,1995,190,57.3,bmw,3
5421,Chennai,2018,13900,Petrol,Manual,First,5,9.5,18.88,1499,110.4,,ford,ecosport
5422,Hyderabad,2014,108000,Diesel,Manual,First,5,5.5,25.2,1248,74,,maruti,swift
5423,Bangalore,2016,36000,Diesel,Automatic,First,7,23,11.72,2199,194.3,,hyundai,santa
5424,Hyderabad,2013,62188,Diesel,Manual,First,5,2.95,17.2,1396,53.5,,tata,indica
5425,Kochi,2015,58397,Diesel,Manual,First,5,4.9,24,1120,70,,hyundai,grand
5426,Chennai,2006,85000,Petrol,Manual,Third,5,1.3,,1086,,,hyundai,santro
5427,Delhi,2016,30000,Petrol,Automatic,First,5,4.25,22.5,998,67,5.68,maruti,wagon
5428,Kochi,2018,29907,Diesel,Manual,First,7,16.36,16,2179,140,,mahindra,xuv500
5429,Kolkata,2009,46000,Diesel,Automatic,First,5,9.95,16.55,1968,147.51,,audi,a4
5430,Bangalore,2012,65000,Diesel,Manual,First,5,5.5,20.54,1598,103.6,,volkswagen,vento
5431,Delhi,2016,22000,Diesel,Manual,First,5,8.25,24.3,1248,88.5,11.75,maruti,vitara
5432,Chennai,2002,99024,Petrol,Manual,First,5,0.95,17.3,993,60,,maruti,zen
5433,Kochi,2016,34952,Petrol,Manual,First,5,4.01,19.81,1086,68.05,,hyundai,i10
5434,Kochi,2019,13913,Petrol,Manual,First,5,8.2,17.5,1199,88.7,9.36,honda,wr-v
5435,Chennai,2014,71000,Diesel,Manual,Second,5,6.2,25.1,1498,98.6,,honda,city
5436,Chennai,2012,97000,Diesel,Automatic,First,7,16.75,11.5,2982,169,,toyota,fortuner
5437,Delhi,2017,21000,Diesel,Automatic,First,7,16.5,16,2179,140,,mahindra,xuv500
5438,Mumbai,2007,116000,Diesel,Manual,Third,7,3.75,10.9,2499,,,ford,endeavour
5439,Kolkata,2012,110438,Diesel,Manual,First,5,3.5,20,1399,68.05,,ford,figo
5440,Coimbatore,2017,66507,Petrol,Automatic,Second,5,5.43,19,1199,88.7,,honda,jazz
5441,Coimbatore,2017,54650,Diesel,Automatic,First,7,30.35,10.91,3198,197,,ford,endeavour
5442,Hyderabad,2014,32000,Petrol,Automatic,First,5,7.99,17.97,1498,99.6,,nissan,sunny
5443,Coimbatore,2011,75378,Diesel,Manual,First,5,3.59,18.7,1896,66,,skoda,octavia
5444,Chennai,2012,82697,Diesel,Manual,First,5,1.9,25.44,936,57.6,,chevrolet,beat
5445,Chennai,2009,135000,Petrol,Automatic,First,5,4.7,12.1,2362,164.7,,toyota,camry
5446,Chennai,2012,149000,Diesel,Manual,First,5,7.25,19.01,1461,108.45,,renault,duster
5447,Kochi,2016,26212,Diesel,Automatic,First,5,24.46,17.9,2143,136,38.72,mercedes-benz,gla
5448,Pune,2014,23500,Petrol,Manual,Second,5,3.9,17.57,1193,88.7,7.7,tata,zest
5449,Coimbatore,2013,56127,Petrol,Manual,First,5,5.15,18.5,1197,80,,hyundai,i20
5450,Mumbai,2015,26000,Petrol,Automatic,First,5,3.65,21.5,1197,81.8,6.43,maruti,wagon
5451,Kolkata,2016,26000,Diesel,Manual,First,5,5,25.4,1186,73.97,8.23,hyundai,xcent
5452,Kolkata,2009,42000,Petrol,Manual,First,5,2.3,17,1497,118,,honda,city
5453,Pune,2001,130000,Petrol,Manual,Second,5,0.75,13.2,1495,94,,hyundai,accent
5454,Kochi,2009,137148,Petrol,Manual,Second,5,1.85,13.9,1599,103.2,,hyundai,verna
5455,Kolkata,2010,114703,Petrol,Manual,First,5,1.8,15.6,1196,70,,ford,figo
5456,Kochi,2014,97439,Diesel,Manual,First,5,4.41,25.8,1498,98.6,,honda,amaze
5457,Chennai,2006,40000,Petrol,Manual,First,5,2,18.9,998,67.1,,maruti,wagon
5458,Hyderabad,2014,81609,Diesel,Manual,First,5,5.55,17.8,1248,,,maruti,swift
5459,Bangalore,2014,28000,Diesel,Automatic,First,5,31.75,13,2987,258,,mercedes-benz,e-class
5460,Bangalore,2015,37500,Diesel,Automatic,First,5,32,17.68,1968,174.33,,audi,a6
5461,Hyderabad,2010,37000,Diesel,Automatic,First,5,21,13.5,2987,282,,mercedes-benz,s
5462,Ahmedabad,2010,83000,Diesel,Manual,First,5,2.75,19.3,1248,73.9,,maruti,swift
5463,Coimbatore,2005,79012,Petrol,Manual,First,5,2.64,13.4,1794,125,,toyota,corolla
5464,Kochi,2018,27395,Diesel,Manual,First,7,14.19,15.4,2179,120,,mahindra,scorpio
5465,Jaipur,2017,35362,Petrol,Manual,First,5,3.85,22.5,998,67.04,5.44,maruti,wagon
5466,Delhi,2014,117000,Diesel,Manual,First,7,15.5,13,2982,168.5,,toyota,fortuner
5467,Mumbai,2010,23000,Petrol,Manual,First,5,1.9,18.2,1061,64,,maruti,zen
5468,Kochi,2014,59508,Petrol,Manual,First,4,1.26,25.4,624,37.48,,tata,nano
5469,Chennai,2009,69000,Petrol,Manual,Second,5,2.4,18.5,1197,80,,hyundai,i20
5470,Bangalore,2010,58000,Diesel,Automatic,First,5,11.5,22.69,1995,190,48.79,bmw,3
5471,Jaipur,2014,88511,Diesel,Manual,First,7,8.25,16,2179,140,,mahindra,xuv500
5472,Pune,2011,66000,Petrol,Manual,First,5,2.75,15.8,1598,105,,volkswagen,vento
5473,Delhi,2009,65000,Petrol,Manual,Second,5,1.4,17.5,1198,70,,skoda,fabia
5474,Coimbatore,2015,30676,Petrol,Manual,First,4,2.9,25.4,624,37.5,,tata,nano
5475,Chennai,2011,76000,Diesel,Manual,First,5,2.4,20,1399,68,,ford,figo
5476,Pune,2013,23627,Petrol,Automatic,First,5,4.75,14.8,1598,105,,volkswagen,vento
5477,Kochi,2018,52827,Diesel,Automatic,First,5,44.76,12.7,2179,187.7,,land,rover
5478,Kochi,2015,64465,Diesel,Manual,First,5,6.22,26,1498,98.6,,honda,city
5479,Chennai,2018,14000,Petrol,Automatic,First,5,4.5,22.5,999,67,5.67,renault,kwid
5480,Mumbai,2015,26000,Petrol,Manual,First,5,4.25,18.9,1197,82,,hyundai,grand
5481,Hyderabad,2011,78203,Diesel,Automatic,First,4,5.5,18.1,1991,147.9,,chevrolet,cruze
5482,Mumbai,2017,27000,Diesel,Manual,First,5,6.95,22.54,1396,88.73,,hyundai,i20
5483,Coimbatore,2018,31919,Petrol,Automatic,First,5,4.56,24.07,998,67.1,,maruti,alto
5484,Coimbatore,2016,47392,Diesel,Manual,First,5,13.82,20.5,1582,126.2,19.18,hyundai,creta
5485,Mumbai,2016,17362,Petrol,Manual,First,5,5.65,18,1198,86.7,,honda,amaze
5486,Kochi,2016,49716,Diesel,Manual,First,5,6.2,21.19,1396,88.73,,hyundai,i20
5487,Delhi,2014,48000,Petrol,Manual,First,5,3.25,23.1,998,67.04,,maruti,celerio
5488,Kolkata,2009,46000,Diesel,Automatic,First,5,8.5,16.55,1968,147.51,,audi,a4
5489,Bangalore,2016,79000,Diesel,Manual,First,5,7.25,24.8,1396,88.7,,hyundai,verna
5490,Pune,2013,57000,Diesel,Manual,First,5,4.61,21.8,1461,78,,renault,fluence
5491,Delhi,2016,29754,Petrol,Manual,First,5,5.3,16.2,1199,74,,volkswagen,polo
5492,Ahmedabad,2012,50123,Diesel,Manual,First,5,1.9,17,1405,70,,tata,indigo
5493,Kochi,2012,57184,Petrol,Manual,First,5,3.09,20.36,1197,78.9,,hyundai,i10
5494,Mumbai,2007,75000,Diesel,Automatic,Second,5,9.5,16.46,2993,258,,bmw,7
5495,Mumbai,2015,26000,Diesel,Automatic,First,5,12.65,17.01,1582,126.2,,hyundai,creta
5496,Delhi,2016,22129,Petrol,Manual,First,5,4.25,18.9,1197,82,,hyundai,grand
5497,Hyderabad,2011,127887,Diesel,Manual,First,5,2.95,21.1,1248,73.9,,maruti,ritz
5498,Hyderabad,2006,92000,Diesel,Manual,First,8,3.45,10.5,2179,120,,mahindra,scorpio
5499,Hyderabad,2011,60634,Petrol,Manual,First,5,3.3,19.81,1086,68.05,,hyundai,i10
5500,Hyderabad,2014,90000,Diesel,Manual,First,7,8,14,2179,138.1,,tata,safari
5501,Kolkata,2009,59000,Petrol,Manual,First,5,2.71,13.5,1799,130,,honda,civic
5502,Hyderabad,2012,59293,Petrol,Manual,First,5,2.7,18.2,998,67.1,,maruti,zen
5503,Mumbai,2012,80753,Diesel,Manual,Second,5,4.5,23.4,1248,74,,maruti,swift
5504,Delhi,2015,40000,Diesel,Manual,Second,7,18.75,13,2982,168.5,,toyota,fortuner
5505,Pune,2014,103000,Diesel,Manual,Second,5,5.25,28.4,1248,74,,maruti,swift
5506,Hyderabad,2012,72389,LPG,Manual,First,5,3.2,26.2,998,58.2,,maruti,wagon
5507,Pune,2017,48000,Diesel,Manual,First,5,6,28.4,1248,73.75,7.91,maruti,dzire
5508,Kolkata,2014,41000,Petrol,Manual,First,5,3.14,18.9,1197,82,,hyundai,grand
5509,Jaipur,2016,26000,Petrol,Manual,First,5,2.55,25.17,799,53.3,3.96,renault,kwid
5510,Jaipur,2012,30000,Petrol,Manual,Second,5,2.3,15.64,1193,64.08,,tata,indigo
5511,Hyderabad,2014,74624,Diesel,Manual,First,5,5.65,20,1399,68.05,,ford,figo
5512,Kochi,2015,47877,Diesel,Automatic,First,5,48.22,15.15,2967,240,,porsche,cayenne
5513,Jaipur,2016,35000,Petrol,Manual,First,5,3,24.07,998,67.1,4.24,maruti,alto
5514,Ahmedabad,2015,52123,Diesel,Manual,First,5,7.5,20.34,1498,103.2,,volkswagen,vento
5515,Bangalore,2005,90000,Diesel,Manual,First,8,2.6,10.5,2179,120,,mahindra,scorpio
5516,Mumbai,2018,1400,Diesel,Automatic,First,5,61.25,18.56,1995,190,70.55,bmw,x3
5517,Chennai,2009,122000,Petrol,Manual,Second,5,3.5,17,1497,118,,honda,city
5518,Kochi,2016,21110,Petrol,Automatic,First,4,28.95,17.44,1998,189.08,39.27,mini,cooper
5519,Pune,2015,78000,Diesel,Automatic,First,6,15,13.5,2477,175.56,,mitsubishi,pajero
5520,Jaipur,2012,72000,Diesel,Manual,First,5,4.25,19.3,1248,73.9,,maruti,swift
5521,Hyderabad,2006,48000,Petrol,Automatic,First,4,59,8.6,5998,552,,bentley,continental
5522,Pune,2013,43486,Diesel,Manual,First,7,6.6,20.77,1248,88.76,,maruti,ertiga
5523,Hyderabad,2007,199000,Diesel,Manual,Second,7,5.2,12.8,2494,102,,toyota,innova
5524,Chennai,2010,34000,Petrol,Manual,First,5,10,11.7,1796,178,,mercedes-benz,new
5525,Bangalore,2016,37944,Diesel,Automatic,First,5,35,14.84,2143,167.62,,mercedes-benz,new
5526,Mumbai,2017,30000,Diesel,Manual,First,5,8.75,22.7,1498,89.84,,ford,ecosport
5527,Coimbatore,2015,64005,Petrol,Manual,First,5,4.57,17.71,1197,78.9,6.41,toyota,etios
5528,Delhi,2012,62000,Petrol,Manual,First,5,2.5,20.36,1197,78.9,,hyundai,i10
5529,Chennai,2005,105000,Petrol,Manual,First,5,1.75,,999,,,hyundai,santro
5530,Kochi,2014,59885,Diesel,Automatic,First,5,20.11,12.39,2179,147.51,,land,rover
5531,Hyderabad,2011,144471,Diesel,Manual,First,8,7.8,12.8,2494,102,,toyota,innova
5532,Coimbatore,2011,63991,Petrol,Manual,First,5,3.61,18.5,1197,80,,hyundai,i20
5533,Pune,2007,72000,Petrol,Manual,Second,5,1.11,17,1086,,,hyundai,santro
5534,Mumbai,2015,34895,Petrol,Automatic,First,5,4.6,19.15,1198,75.94,9.47,nissan,micra
5535,Ahmedabad,2015,97003,Diesel,Automatic,First,5,85,15.87,2993,308.43,,bmw,x6
5536,Kolkata,2015,45000,Petrol,Automatic,First,5,5.25,16.8,1497,118,,honda,city
5537,Delhi,2013,45000,Diesel,Manual,Second,5,3.3,25.8,1498,98.6,,honda,amaze
